address;LP wei;LP ether;LINA;SOY
0x903c3d15a88befc4ddf4877edc9279e368059581;488952631050270352243;488.9526310502703;129.06526883460026;2021.7219242864765
0x28eccd72e5d6c904389d9583b2797dfbf389da3e;319771584859082712054;319.77158485908274;84.40777888208252;1322.191931935783
0x58da30f4ec4f9211d22ac45a31e58288ff428d76;208460296763163938057;208.46029676316394;55.02574796516871;861.9418846444936
0x540a623c7ed0c09e1b3916a83d93f2f59d44ea89;298698460875489336867;298.69846087548933;78.84525965340961;1235.0587536577061
0xbaea184b88a97385ed0c3d04518992d350da29b4;3086210841729898867847;3086.2108417298987;814.6446233708369;12760.86828348504
0x19bbae099b2d6f2e272c3eaadc55491f91fca21f;189340697071172528660;189.34069707117254;49.97888633164761;782.8861409462747
0x84342a54b8ab67c5503ca4f0e2b229c9c95eaa5b;171980088328954216535;171.98008832895422;45.39633274228702;711.103475133206
0x25ad670d094d7affe0a8ade1984ceec3b65dab12;1339879570420574709375;1339.8795704205747;353.6782624338525;5540.135652004125
0x1163af1dd0e2fd3ab4cdda7b94c658727cf26ecb;1291988245375474925626;1291.988245375475;341.0367377763125;5342.114543867673
0xdee625ff95fec111c9c21d9939e646c2ebf12413;1110190857845218953022;1110.190857845219;293.04900398578076;4590.418488242736
0x509c173146cf80abfb87f2f45bfe8a8ffae92fba;153038353873200296926;153.0383538732003;40.396420901186524;632.7831688267386
0x69c4fa634740f1f68adac7b26969ade13f417dec;434111324569937;0.000434111324569937;0.00011458920813947493;0.0017949640245904532
0x5c9d7d7bbeb372a0d06c87e7575c00217a012ab4;2573393530040913751357;2573.393530040914;679.2799684061907;10640.47064912058
0x615ff929f833d0ded0287fb4ef19dc83ef5bfad5;7694243689876411126;7.694243689876411;2.0309935303543276;31.814168021169127
0x4751c1fc6f601e334f30011eaccb321c09c37334;86374540854764898101;86.3745408547649;22.799659165223407;357.14155494196035
0xfa8e7b6b607b1aff255e686fa516c1ff093a6c6f;67819178850858976846;67.81917885085898;17.901735249335477;280.41882191199534
0x3fddeead436aa65c5040f850265b048ed6874363;254940827992945770969;254.94082799294577;67.29487564295812;1054.1296408242345
0x82be71b26ed90b56b520fc93374cbf0734f3be2a;353760619032468027757;353.760619032468;93.37961695889895;1462.729831130747
0x5d728762afe38ed6bc216b0f41f0d98ba69f122e;2467986697204881;0.002467986697204881;0.0006514564935886729;0.010204634350507233
0x5c300dbc6abf06c622b0a043425e158dea14e795;6900945634503190614;6.9009456345031905;1.8215924140073667;28.53403827200131
0xd7acd1f69cd6abc3ea9e30dbd924a68265d20c94;4865537125815572402617;4865.537125815573;1284.3204377880766;20118.028733298324
0x1c37db8ee00271d0abd6457a19b68770d360ec15;126614810169049702;0.1266148101690497;0.03342159030376536;0.523527068682079
0xc7d98c4c919e93ed44755718e27b53791e7f3521;1673750194418924;0.001673750194418924;0.0004418076621054792;0.006920624307853636
