address;LP wei;LP ether;SHIB;SOY
0x540a623c7ed0c09e1b3916a83d93f2f59d44ea89;5504196938590384193484;5504.196938590384;35830.275755188566;898.3675894618368
0x22abff815a32f1e62440359fc82baaccd61cd6f6;354049020794229020958;354.049020794229;2304.727499296291;57.786116469097756
0xfe1727256e361a513bf12b88e6e71d377925bec8;24722599947406663378749;24722.599947406663;160934.93444797554;4035.0995372758225
0x3fddeead436aa65c5040f850265b048ed6874363;17847855776198235182137;17847.855776198234;116182.90574170319;2913.038059795875
0xed2fd1f7b7dfeb63613709bd05ee4aa934f32cca;1190553456390982664765;1190.5534563909828;7750.060384777292;194.31620101466362
0xe2213a213713e87a949f1d2794d2924dc8fa6f3b;142431809940978146070293;142431.80994097816;927178.1303310017;23247.01008829317
0x6279f1cae64f689c7c1e5564127f076cea6c23e0;14653903425190667418718;14653.903425190667;95391.46336376351;2391.737076847131
0xbaea184b88a97385ed0c3d04518992d350da29b4;120093372070388997427360;120093.372070389;781763.2046346229;19601.04160169254
0x24ca0769ee44e2226008b2e7ebce76ae816ec457;7;7e-18;4.556739758489683e-17;1.1425051095361699e-18
0xe36259c659c8c7e39919bb993ddc3e2b5632accc;173337085974464459606707;173337.08597446445;1128359.9875436951;28291.215199705144
0xbb3903bb2329bc1d5c81cffc6d110aa55b193504;17944522982166861431830;17944.52298216686;116812.17331424513;2928.8155993306955
0x3ffbe35897c63f9b52f42f5f6a46e384a967b6d9;9386475685699956693141;9386.475685699957;61102.46707017958;1532.0137759213178
0xf0c4ea5083e4185a17c6dce42f9d8bf0d95d2fce;913289955825129805177;913.2899558251298;5945.178075339508;149.06263443118195
0x931ef4fea497cf7cef3d379e3c1beab91f614b99;347058519840771377842;347.0585198407714;2259.2219369728905;56.64516174659164
0x9d1546285064587ebb7c677edb816c993117eeea;8715452306784028;0.008715452306784027;0.056734354342204855;0.0014224926846313642
0xdee625ff95fec111c9c21d9939e646c2ebf12413;39862793872321914824837;39862.79387232191;259491.96817498308;6506.206525644987
0xef24e642e001af91088de0995033e338a34fa37a;112280165364264011164898;112280.16536426402;730902.1337216258;18325.808946891102
0xe3f4b71f899fa7b39c060bfcc822d3029b5f1b1f;642358140003851156768;642.3581400038512;4181.512679635758;104.84249387236433
0xf8c893960191ca6064f55caf92ab69c8fadf10c6;1002962203604709365155;1002.9622036047093;6528.911070611433;163.69849175571952
0xae7db7c7293e7aab26421cf022f334123d483a5d;16009230056092446;0.016009230056092446;0.10421413585629209;0.002612946734117949
0x46a083a0e75cfce61a3dc49955b609659e5e9e28;82981025132613348052;82.98102513261335;540.1756234600156;13.543749315508583
0x110692e1b764436ff5b754b309df1bd7463a5625;566895032524259505475214;566895.0325242595;3690275.9051337074;92525.78160423425
0x4fd3483278230ff04f496971f6aa1f6d0dfdb70d;3036644197892796748378;3036.644197892797;19767.424784178744;495.6259302765549
