address;LP wei;LP ether;SHIB;SOY
0x33811f91388c50ae7b795178e93df095963a2f70;663007720601879648940;663.0077206018797;4315.933772360292;108.2128154927967
0x615ff929f833d0ded0287fb4ef19dc83ef5bfad5;180586340446027767650;180.58634044602778;1175.5499390722405;29.474402381717862
0x6d25c13123dbca4757964f078929701ec612c4b8;3262172526897784892863;3262.172526897785;21235.530360525558;532.4355400241768
0xbecf84fa35e500db40115faa37e4dcd5ac431398;2918;2.918e-15;1.8995095164675563e-14;4.762614156609348e-16
0x56f9d811ab6b72f43589ec5b493f20b80b121cb3;527917011381813476;0.5279170113818135;3.4365434784950857;0.08616398327354088
0x5db228a538a26a57999347e8a79c0b156cb8a3b0;11471775688311163514;11.471775688311164;74.67699482771833;1.8723660484783309
0x1cc1827373fd19612c408c7113943f051db60fba;15843751935587027933;15.843751935587028;103.13693481219612;2.5859382200902514
0xca452e43201eb5dba105bb3937fc1bd540cdc1cd;77985518208751124449822;77985.51820875112;507656.7305831962;12728.407574760595
0xab11889a8bb91e9688cff5274a8df348aacd1d45;126715414528673932583997;126715.41452867394;824870.2391375854;20681.8583651434
0xade466ab52cd82c6f0bd3d101e02aa7d37fa5a61;1126543196203891146658;1126.543196203891;7333.377388283306;183.86876539659335
0x68bcf45a34e99e97b1df02519446806362877654;284215450843603296;0.2842154508436033;1.8501369211944532;0.04638822925684898
0x14b4df67e5f94c61aef9bbede8b3847664dc8ff4;801598706705211782;0.8015987067052118;5.218109567425071;0.13083294545832716
0x4751c1fc6f601e334f30011eaccb321c09c37334;2503050873747026648086;2503.050873747027;16293.930619893452;408.5354875264218
0x973d2f56ede16d51757c7b9608f9ec264a540bfe;12246079229946113729292;12246.079229946114;79717.4230181574;1998.7440131426
0xeda22b7fcf922c3ceb029dd2e56a6862c96c9101;2145468639975421257996;2145.4686399754214;13966.203217669701;350.17269764593374
0x41473a2201545ef65dbaae02612d96a8a357b3ef;1226319302795211134473;1226.3193027952111;7982.882748071838;200.1537241951946
0x5c300dbc6abf06c622b0a043425e158dea14e795;189932001399624059162;189.93200139962406;1236.3867174102643;30.999754580500205
0xdd2db05e5d94ea9a43dd7d1c7178e2c336ba16ea;1323352895061198393295;1323.3528950611983;8614.53535919684;215.9910634752717
0xf64cdb2da2034512553c64f8184767735f3a9de3;6012103202717821058673;6012.103202717821;39136.55670852493;981.2655183091259
0x1c37db8ee00271d0abd6457a19b68770d360ec15;3935542653563409740;3.93554265356341;25.61891954389197;0.6423396557848189
0x7b5421fa6494413e40f9dda52a72d8b7ba9771dc;44546117715587104085;44.5461177155871;289.9786652585391;7.27059530000828
0x979f29ceb1d26c9856257d364cf60547976bff27;289286598727057343675;289.28659872705737;1883.1482085969046;47.21591673800038
0x52d5379f86fcd4232fdfda4c25886f3a0f0f43e4;20808197247599738930076;20808.19724759974;135453.6281437619;3396.210239374167
0x0e3854878a3b86ee579a4a9866e6cc2a288626a6;206447189950296151273;206.44718995029615;1343.894454964266;33.69528133822822
