address;LP wei;LP ether;BNB;SOY
0x071f0cac33daea8d75c576c5da3b9cacdfd13948;1740497152614114658;1.7404971526141146;0.001830223176837498;1950.8477080606174
0x8713209529d9ab99422860bfb1faa8283a1cc540;286631454476746528692;286.6314544767465;0.30140786522176666;321272.7554217474
0xbd45e7b40af4268927f8d580416f5dfdd6b0170b;171294851549518000;0.171294851549518;0.00018012543537230036;191.9969636526316
0x491e22076e8a621d39c7fcca48c1c708afb9a56c;18916539166207835843;18.916539166207837;0.0198917236696128;21202.727635267373
0x6264011f771aa030d46a42bbf5dd046dd03271f0;119461156299819;0.000119461156299819;1.2561961199611935e-7;0.13389882460867356
0x0372177fd6567bd7d971738cf000a51defcb1af1;1637717364759270154;1.6377173647592702;0.0017221448903778803;1835.6463052485358
0x63db1ec7ba924abb7f0459d8304b79b25e7361e6;27113654038763876426;27.113654038763876;0.028511415807815126;30390.517881185104
0x8f6e1528e0c136aaf6b8debe3541c5e1f453519b;6250659513726443120;6.250659513726443;0.00657289320775943;7006.092924602488
0x75aa246a3ff4154308a862511d1dfed7681d6686;64752207108595879229;64.75220710859588;0.06809030972761898;72577.93822870876
0x19bbae099b2d6f2e272c3eaadc55491f91fca21f;1266096033234635054;1.2660960332346352;0.0013313657541166935;1419.1120858259985
0x03afa56645f7b4ab49caf78e574a1195ff4c61bd;9557719845944834903;9.557719845944835;0.010050438952741152;10712.83330038339
0x47ead81432cb17f4a5ac5686edf9da1820d219d9;79539;7.9539e-14;8.363939064412418e-17;8.915181252573749e-11
0x56f9d811ab6b72f43589ec5b493f20b80b121cb3;294198227637238788;0.2941982276372388;0.0003093647203027444;329.7540230040528
0xeee25c30a9d503d68bdb303a9592db68c5e0e63d;15456525325136081624;15.45652532513608;0.016253339363957998;17324.548310713555
0x67dbc5f16ea68385be21bcc7de6e50be27a56d60;1819633977221448202;1.8196339772214483;0.0019134396591627514;2039.5487396460683
0x6b93123c0118a562c49a9a32a240c809a06ba9a2;7086427948986153524;7.086427948986153;0.007451747136583218;7942.869485223097
0xccd863ca68b4d80774a5f08d6ac3a56f1c49662f;8748550310843505540;8.748550310843505;0.009199555149277889;9805.870292363528
0x5e01d686caa65c2a56f3165caedd11557d6f0f15;171358564103508991;0.171358564103509;0.00018019243243276361;192.0683762888093
0x875e95cdf53b99dbc53dfd8ba73c565225381cd8;12604041102099004112;12.604041102099004;0.013253804013541232;14127.32256378657
0x4ab998e9363e603373e3de3c76fe11388d28e912;94461693355794838;0.09446169335579484;0.00009933137795912438;105.87801175422778
0x2d86f9f2abfe0757af7cc975022f1c15db620a78;2268653767669033759;2.2686537676690337;0.0023856072959219307;2542.8355320162145
0x3ffbe35897c63f9b52f42f5f6a46e384a967b6d9;22293547867914903830;22.293547867914903;0.023442823759011508;24987.870102137367
0x3abeee59e5d89f2fa7bdc6bcbd374fb2d8dd5b68;8427338728367902913;8.427338728367904;0.008861784482987212;9445.8381724983
0x33ccf534d89a23b1c024e4658589ab0633c9a000;11110167903577525;0.011110167903577524;0.000011682918736835147;12.452904940585238
0xe1fa8221fbbd50c7e64d5eaea8bf753b73ea4ee0;1276073129935724238391;1276.0731299357242;1.341857189619737;1430294.9804392906
0x2cd17f7adfa97d60bf7931f1fe1f7328db3760a0;1660653947134123762;1.6606539471341237;0.0017462638983273327;1861.3549248171007
0xbaea184b88a97385ed0c3d04518992d350da29b4;47021342243957069248;47.02134224395707;0.04944538418327342;52704.18145113468
0xe9436b3f5f0e5284f41ff3c709d4cb62009322dc;116308938727349364028;116.30893872734936;0.12230489145727601;130365.64076098692
0x38e215be598e5a96f6b215ba6380fff2b1326453;5206295051558544853;5.206295051558545;0.005474689719833991;5835.510132013505
0x771827fd3f1316d48df7e3a5d17f44818dbe2468;1651852300447566706;1.6518523004475667;0.0017370085095805732;1851.4895411019709
0xca6d39426515c7b1349846dd0a8367920844aac5;187149782222217012;0.187149782222217;0.00019679771865684475;209.76806722372282
0x78c79228462523b5dfb5461a98d28db619fab721;5281881966508397560;5.281881966508397;0.005554173287732441;5920.232223955924
0x33d2630c88d99c3a915b1c5b315133117664ad81;14934602382736520726;14.934602382736522;0.015704510275517263;16739.547539850373
0xf69a537370de4723acb762968e0c475eb60ac0a5;531962016215832178;0.5319620162158322;0.0005593856961001761;596.2531329346257
0xa10d89d792378e651e67899ad7600e9f7e3eb429;2603339831511;0.000002603339831511;2.737547079384415e-9;0.002917970613153971
0x6db08912c0f1846c9bff2249337eef14cfbb78b0;523706965636394595;0.5237069656363946;0.0005507050815563602;587.0004050696979
0xfe605191443d67ef5e094f25320f2eb455b1ab4c;3932509311646931;0.003932509311646931;0.000004135237839657194;4.407778987762785
0x4054d57a73c95ec89b260cb492856c2770a04a8e;15719262682070969325;15.719262682070969;0.016529621344288172;17619.039209379203
0x8f06c2a1e7e1c0c89504601391ccced64ac449c6;9771406214975553665;9.771406214975555;0.010275141271033874;10952.345075878837
0xd93a1e0871196c96b3c6f4031cc4d7f9c5776cee;5351589844743;0.000005351589844743;5.627474743101971e-9;0.005998364758837407
0xb0f24ee89bb1bab59c1c5b44d3ef52ae882c9540;126580011036076634;0.12658001103607663;0.0001331054575841281;141.87803987218956
0x07e9cd00e4995a99aa4fcf63750b5aa16a72b604;107077137217273805;0.1070771372172738;0.00011259717256654033;120.01811517604021
0xbc18d2ffb43c23935a40330078120acf891cc119;42590797167124643;0.04259079716712464;0.00004478643586298288;47.73817579256977
0x746845dc507dc46773458c0d0f51f5939c91762d;362053532749311351;0.36205353274931135;0.00038071809879059153;405.81008908771247
