address;LP wei;LP ether;ZOO;SOY
0xbaea184b88a97385ed0c3d04518992d350da29b4;16290906049977946339200;16290.906049977946;40781.82369290268;6812.871907099007
0x19bbae099b2d6f2e272c3eaadc55491f91fca21f;253578048314579361278;253.57804831457935;634.7943587072331;106.04657324272833
0xaf520d7a152cddf78626b22f690b758c5da689d6;102978382523588237017;102.97838252358824;257.790832957566;43.06565437067261
0xfea58d446598626171a339af165a4d3cc8e14dbd;53149440653013803079;53.149440653013805;133.051600165022;22.227145009128197
0xb654330e1c6ece05515265366f63c8dc8aa2a036;10647200823150307902;10.647200823150309;26.6536597449245;4.452669185786653
0xc0d3e7f1d357509c6b9bfff63a25b1a661adf7ec;44315758740869173372;44.31575874086917;110.93781120846769;18.532891101403997
0x9c14ad05237b976f8408e1dbafe57f306aff5269;1285983410180985507;1.2859834101809855;3.2192653094374517;0.5377994459816602
0x5c300dbc6abf06c622b0a043425e158dea14e795;5864948514441347298;5.864948514441347;14.682013115177368;2.4527268678634115
0x12727f8baefbd4e6555a6cddfc903ee8ba1564aa;17603707370231268437;17.60370737023127;44.06822359123451;7.361886627760812
0x1c37db8ee00271d0abd6457a19b68770d360ec15;197059228750938038;0.19705922875093804;0.4933080271487425;0.08241035087141026
0x7c23ce34856ecd53f10643ab911efc5637b92169;469897734906581332483;469.8977349065813;1176.3180341145276;196.51166531396444
0x68eaad537193c40e717695ecf70b2ea7cc027f04;96239820484375682901;96.23982048437568;240.92186028141305;40.247581522523255
