address;LP wei;LP ether;ETC;SOY
0x2ae2d2870c7bc107e6bb0a5f9b09bada18879857;3807;3.807e-15;1.381569190407503e-17;1.2259368738036918e-12
0x6bdc59bc9c2f76c059b37da5c8e393e51e5e3210;10738174308978810169;10.73817430897881;0.038969085333623595;3457.9258846095618
0x1c37db8ee00271d0abd6457a19b68770d360ec15;3437167929472401;0.003437167929472401;0.000012473562683519355;1.1068428962951677
0xb725f68853ecf8a1d17a9492b65498d1d35cb85b;38275304398586292190;38.27530439858629;0.13890197349765065;12325.481223611132
0x973d2f56ede16d51757c7b9608f9ec264a540bfe;7237506154164488057;7.237506154164488;0.026265078849430926;2330.6345334308885
0x7c4cad8f35f53aa8a6968538752b2888f88275b8;4848;4.848e-15;1.7593505214330377e-17;1.561161535119595e-12
0xc77096bfeb8d53743684a56cd5c20d39b69c471e;2128617138622472504;2.1286171386224724;0.007724801305211938;685.4610560671904
0x55d77b27e869847c031b6332090d644e3345479c;4591061089934951729;4.591061089934952;0.016661067909463673;1478.4216128281128
0xd931093cacdc5e957c03fae12325bdcb0c34a6cd;63287752836254555;0.06328775283625455;0.00022967273298842754;20.380034111410204
0xaf0ad4d136d23a3c8d1d78ea90e43ab17a727e1f;1265801540075670205;1.2658015400756701;0.004593623348933318;407.6156508789771
