address;LP wei;LP ether;ETC;SOY
0x33d2630c88d99c3a915b1c5b315133117664ad81;13701554154226276532;13.701554154226276;0.049723259995216595;4412.198703988482
0x8f06c2a1e7e1c0c89504601391ccced64ac449c6;6596186795661528565;6.596186795661529;0.023937715920826795;2124.1157392431014
0x875e95cdf53b99dbc53dfd8ba73c565225381cd8;50834300299074914577;50.83430029907491;0.1844788629081293;16369.751297779347
0x87a4f3b048f22504fb35b6e0e393522b5a280ef3;11764588922066481308;11.764588922066482;0.04269396793416461;3788.453733833393
0xef24e642e001af91088de0995033e338a34fa37a;4741494107935872297;4.741494107935872;0.01720699284481983;1526.8643193699836
0x33b1b928e4c5509375ef4be072071f4ef36d90da;14357908758975345721;14.357908758975345;0.052105186183562816;4623.559174766714
0x65dc13566c5f1b2e3db28f37cc73d5da4ec9005e;191470891638319476;0.19147089163831948;0.0006948523371351611;61.65779519818409
0xed2fd1f7b7dfeb63613709bd05ee4aa934f32cca;1120146728787337736;1.1201467287873377;0.004065038637321605;360.7116309143632
0x4751c1fc6f601e334f30011eaccb321c09c37334;983551218929027652;0.9835512189290276;0.0035693303421594157;316.7249032202949
0x65fd7dbdf37dff55c7916298bc0b38b956d3f15d;295528175223809231;0.29552817522380925;0.0010724786492948906;95.16650571441723
0xbf842c92b450613431a5232e6e528670e396386e;41310512851583860691;41.31051285158386;0.14991681585416722;13302.884418307842
0x63db1ec7ba924abb7f0459d8304b79b25e7361e6;62554282670147310815;62.55428267014731;0.2270109526270489;20143.840751161766
0x17131422f4d737bc2fb217f0ae6dc8bf3c86e78c;1;1e-18;3.62902335279092e-21;3.2202176879529603e-16
0x540a623c7ed0c09e1b3916a83d93f2f59d44ea89;16806281561518569027;16.80628156151857;0.06099038826033033;5411.988515311979
0x491e22076e8a621d39c7fcca48c1c708afb9a56c;54197652227755985053;54.19765222775599;0.1966845456009673;17452.823834934297
0xd5347ef1f18e05cd2f29b904dfe37a1a0e3026c0;8464679829062774776;8.464679829062774;0.030718520773567057;2725.811170840658
0x4222b71d5e9d73c448c15814aa6a2f6d2107a99f;67502118701456873680;67.50211870145688;0.24496676513045168;21737.151661673175
0x6e419c34e7fd7c28495a6af5ed094770660a5dc0;88688172399290531;0.08868817239929053;0.0003218514487533724;28.559522147241687
0xfe605191443d67ef5e094f25320f2eb455b1ab4c;2217657783559566;0.002217657783559566;0.000008047931885036215;0.7141340820445071
0xe9436b3f5f0e5284f41ff3c709d4cb62009322dc;103985639994873173358;103.98563999487317;0.37736631589630415;33485.639720459934
0x912bd0ad24190e2bdf8c0603fba2fa12d30d45a9;52153397763480653017;52.153397763480655;0.189265898411065;16794.529396480673
0xb0f24ee89bb1bab59c1c5b44d3ef52ae882c9540;907983982773922211;0.9079839827739222;0.003295095077446672;292.390608170656
0x39fc253804700b17302b45186ac81eb98558b2c0;185289966937799091388;185.28996693779908;0.6724216170551303;59667.40289333197
0x9f1e78c830622e152c288a3235788b6d81fba581;424528406301942891783;424.5284063019429;1.5406235003928626;136707.38830119974
0x214d7b002c6f5967a3c4745edd1e34cca0f2ea86;140701;1.40701e-13;5.106072147610351e-16;4.530878489126694e-11
0x6264011f771aa030d46a42bbf5dd046dd03271f0;261805782436292;0.000261805782436292;9.500992983570025e-7;0.0843071611409712
0xccd863ca68b4d80774a5f08d6ac3a56f1c49662f;44458721540953204377;44.458721540953206;0.1613417387073479;14316.676148995279
0xbaea184b88a97385ed0c3d04518992d350da29b4;11645560795560246568;11.645560795560247;0.04226201208343454;3750.124085999465
0x84342a54b8ab67c5503ca4f0e2b229c9c95eaa5b;5780459822264650703;5.780459822264651;0.020977423684868067;1861.433896415805
0xc927c131449697736d683e1154bee5baa8c87419;176107863884217146;0.17610786388421715;0.0006390995506459486;56.710565826756834
0xe1fa8221fbbd50c7e64d5eaea8bf753b73ea4ee0;4894579502178042207395;4894.579502178042;17.76254331549587;1576161.1488005726
0x771827fd3f1316d48df7e3a5d17f44818dbe2468;2843461781287212383;2.8434617812872123;0.010318989207059759;915.6565923119311
0x70ef271e741aa071018a57b6e121fe981409a16d;137100644213002882;0.1371006442130029;0.0004975414395316667;44.149391952445754
0xceb7bde7f6f7f52fb569d0f72e5a8009cf2d616d;1850655542907107462;1.8506555429071074;0.006716072183181851;595.9513713577655
0x746845dc507dc46773458c0d0f51f5939c91762d;833364924409456270;0.8333649244094563;0.0030243007720787566;268.3616470102913
0x7d91a821b82e22401bd1fc56d55d07fc8d61bbcf;1195995094482084635;1.1959950944820847;0.004340294127698868;385.1364557956181
0x19bbae099b2d6f2e272c3eaadc55491f91fca21f;6576443714354597055;6.576443714354597;0.02386606781770789;2117.7580372791735
0xfa8e7b6b607b1aff255e686fa516c1ff093a6c6f;4997500234621783792;4.997500234621784;0.018136045057020555;1609.3038651078136
0xde56df57a2b3c56e1ec0b80fe1a20b5a0fa1a6e7;711864602379975622059;711.8646023799756;2.583373266062154;229235.89840115982
0xc38a3d9d8b35dfcdfdf8419eb080b4d178ccf239;25258921273597532;0.025258921273597534;0.0000916652151681928;8.133922506385009
0x2cd17f7adfa97d60bf7931f1fe1f7328db3760a0;3859366036770999615;3.8593660367709997;0.014005729474410096;1242.7998775894887
0xbc18d2ffb43c23935a40330078120acf891cc119;169161362680519276;0.1691613626805193;0.0006138905355575388;54.4736412222034
0x3fddeead436aa65c5040f850265b048ed6874363;19176757035662554206;19.176757035662554;0.06959289911321698;6175.333220381693
0x9c5ce7c8be06487c1edfe86e64f89ad3252cb3eb;27988170430991305358;27.988170430991307;0.10156972409595975;9012.800147532023
