address;LP wei;LP ether;BUSDT;SOY
0x33ccf534d89a23b1c024e4658589ab0633c9a000;219470445466433606;0.2194704454664336;0.004542335184252082;15.13041350596485
0x8a67fc0c3fc41c21573a8af56f438815821878ef;52462157427157954;0.05246215742715796;0.0010857986049861898;3.616770055762824
0x6264011f771aa030d46a42bbf5dd046dd03271f0;9811944741982206;0.009811944741982206;0.00020307582523342312;0.6764408799023195
0x3d740b0d0762abe67ff7f3e92f3c597d44d07c9b;39879787644162324559;39.87978764416233;0.8253838559975273;2749.334546179381
0xef24e642e001af91088de0995033e338a34fa37a;23885235426140274690;23.885235426140273;0.4943478609601433;1646.66129836646
0xdb8a54fc071865cd433d33df357576e28bf72f2c;3076772509215845715;3.0767725092158456;0.06367933501409959;212.11439303038506
0x1de908b35a5a0b1f4d1569780e0cf49536b4bf9d;114849571198177415262;114.84957119817741;2.37701822238992;7917.792755730962
0x577e197b1ded6c95c027c60b5908917f69cfb67c;6301881548447709931;6.30188154844771;0.1304287610282408;434.4551882189851
0xed2fd1f7b7dfeb63613709bd05ee4aa934f32cca;22112258781435475770;22.112258781435475;0.4576529238492077;1524.4313110267544
0x331d01bb17ec2a12a117b138067b4ae328cfc94a;852584975200000;0.0008525849752;0.00001764577787312121;0.05877767822602676
0x3482dae62c099d6f336d252fe87087934e47c28f;12784618364193159691;12.78461836419316;0.2646006467499132;881.378638272182
0x6c2f7338cbc12c1722eeaa6642a15f82b3371f42;750690025860470310;0.7506900258604703;0.01553687882523862;51.75298424319972
0x65fd7dbdf37dff55c7916298bc0b38b956d3f15d;5789610724569000797;5.789610724569001;0.119826395947946;399.1389552024918
0xed37209cb3fb73d3976986c67ae5934b144ee984;88453395053575462915;88.45339505357546;1.830701931936685;6098.02581993552
0xd3732399af436be8701e5dfabbe30b8ec8800dfb;8154789849333346;0.008154789849333346;0.0001687780273744141;0.5621957080026486
0xda3b1a297e6485c9c66d468b548872ebc0e1f5e8;1773431650104050;0.00177343165010405;0.00003670435426516636;0.12226135566277749
0xdf611117a6d7c39bc69b43320df6332618e66c71;5664450948825281067;5.664450948825281;0.11723598951848099;390.5103712613071
0x665ef983e1887d4df9397a3fdfaecf34cf5b38b8;4157578918863702461;4.1575789188637025;0.08604856551105725;286.6257827672341
0xe9436b3f5f0e5284f41ff3c709d4cb62009322dc;343145704232037686242;343.1457042320377;7.102016867672201;23656.65402825417
0x4eb49db2c0a1bad8c48a64d68d8525bd01f9de0b;95618095778877560848;95.61809577887756;1.9789882860287378;6591.964237884768
0x5f85634a63c1eb915c038022e779d85ba0f10c9a;5675085;5.675085e-12;1.1745608031339145e-13;3.91243488611915e-10
0x214d7b002c6f5967a3c4745edd1e34cca0f2ea86;19752;1.9752e-14;4.0880312776814944e-16;1.3617137694083077e-12
0x87cef78bc457ca21ad3e2209623b8458ceac7551;125279151465844093853;125.2791514658441;2.592877124512799;8636.813769280521
0x6b49bd38793759f08ac371de29b84a5535089ebb;76262343287840460862;76.26234328784047;1.5783862123834305;5257.567990198238
0x2074613255c1172cc2fa5f0a2231acc875a7106f;641696608961762810192;641.6966089617628;13.28106423763587;44238.91799341083
0x159943c9328c89f362b81f04d71ad44fc8a9d2ff;5800291089398418;0.005800291089398418;0.00012004744528715067;0.3998752654419876
0x7000e43dd3f4724b1642de14b253e9f1dfa5735f;1591265945182531523;1.5912659451825315;0.03293410771069054;109.7027515363294
0xb0f24ee89bb1bab59c1c5b44d3ef52ae882c9540;28285932536740263528;28.285932536740262;0.5854281942516345;1950.0477833046616
0x4b59b54c4c5472835923c34ada6b03563bd05751;17491023700464535679515;17491.023700464535;362.00816102757864;1205840.8168271368
0x0ae6cf01fee3eed6bc0e2e94dfd3acdae357447f;96310688894650352;0.09631068889465035;0.001993322744918906;6.639711989117313
