address;LP wei;LP ether;REEF;SOY
0xbaea184b88a97385ed0c3d04518992d350da29b4;7184142829161441575902;7184.142829161442;5479.129578180939;9908.862507423006
0xdb60399db03a2620509b48d49b7b588e1df2e1d0;90838999850319819159;90.83899985031982;69.28017200771002;125.29137869795139
0x19bbae099b2d6f2e272c3eaadc55491f91fca21f;59026392734534015145;59.026392734534014;45.01765374323156;81.41324912716408
0x9c2d4ee53441fd946bfba3f13deed99a1019a72a;374100140513423100;0.3741001405134231;0.2853149211856629;0.5159845710901352
0x38e215be598e5a96f6b215ba6380fff2b1326453;469119408492001771147;469.11940849200175;357.7832579182303;647.041662290202
0x540a623c7ed0c09e1b3916a83d93f2f59d44ea89;505196212901506482411;505.1962129015065;385.29795115678866;696.8012652243075
0x931ef4fea497cf7cef3d379e3c1beab91f614b99;99490173032676820262;99.49017303267682;75.87816149603297;137.2236700833506
0x22abff815a32f1e62440359fc82baaccd61cd6f6;3485142634010884116;3.485142634010884;2.658013425439839;4.806947745943243
0x9d1546285064587ebb7c677edb816c993117eeea;6137682227771099;0.006137682227771099;0.00468102556357185;0.008465512275503628
0x2470b7dd0505485509daac4a876d5c70265c1ba3;6641977340977483003059;6641.977340977483;5065.636273103599;9161.070682227379
0x454c91fa18918ae74ec435293cae72efe5544a6a;4462206084201614185;4.462206084201614;3.4031903208613934;6.154580667392044
0x5c300dbc6abf06c622b0a043425e158dea14e795;9038938628712398273;9.038938628712398;6.893726527110422;12.467124083528306
0x1c37db8ee00271d0abd6457a19b68770d360ec15;213443633867527382;0.21344363386752738;0.16278703742510342;0.29439609865397587
0x84342a54b8ab67c5503ca4f0e2b229c9c95eaa5b;59489518908849382088;59.489518908849384;45.370866141768644;82.05202450983774
